	Power	Speed#@1m	Dir	RH	AirTemp
	V	m.s-1	deg	%	deg C
18/11/2024 3:54:00	10,9	2,0	89,7	69,9	14,8
18/11/2024 3:55:00	10,9	2,1	62,2	69,9	14,8
18/11/2024 3:56:00	10,9	2,5	85,8	70,0	14,8
18/11/2024 3:57:00	10,9	2,2	84,8	70,0	14,8
18/11/2024 3:58:00	10,9	2,5	69,7	69,9	14,8
18/11/2024 3:59:00	10,9	2,8	104,9	70,0	14,8
18/11/2024 4:00:00	10,9	2,8	88,6	70,0	14,8
18/11/2024 4:01:00	10,9	2,5	82,5	70,0	14,8
18/11/2024 4:02:00	10,9	2,4	88,5	70,0	14,8
18/11/2024 4:03:00	10,9	2,9	89,7	70,0	14,8
18/11/2024 4:04:00	10,9	2,6	57,0	70,0	14,8
18/11/2024 4:05:00	10,9	3,0	75,8	70,0	14,8
18/11/2024 4:06:00	10,9	2,9	65,4	70,0	14,8
18/11/2024 4:07:00	10,9	2,3	67,9	70,0	14,7
18/11/2024 4:08:00	10,9	2,8	89,6	70,0	14,7
18/11/2024 4:09:00	10,9	2,7	85,7	70,1	14,7
18/11/2024 4:10:00	10,9	2,4	92,1	70,1	14,7
18/11/2024 4:11:00	10,9	2,2	72,8	70,1	14,7
18/11/2024 4:12:00	10,9	2,6	97,5	70,2	14,7
18/11/2024 4:13:00	10,9	3,0	110,1	70,2	14,7
18/11/2024 4:14:00	10,9	2,6	84,1	70,2	14,7
18/11/2024 4:15:00	10,9	2,7	109,0	70,2	14,8
18/11/2024 4:16:00	10,9	3,2	97,5	70,2	14,8
18/11/2024 4:17:00	10,9	2,6	94,0	70,2	14,8
18/11/2024 4:18:00	10,9	2,3	128,0	70,1	14,8
18/11/2024 4:19:00	10,9	2,1	110,8	70,1	14,8
18/11/2024 4:20:00	10,9	2,6	86,0	70,1	14,8
18/11/2024 4:21:00	10,9	2,3	87,1	70,1	14,8
18/11/2024 4:22:00	10,9	2,1	105,8	70,1	14,8
18/11/2024 4:23:00	10,9	2,7	85,6	70,1	14,8
18/11/2024 4:24:00	10,9	2,6	103,7	70,1	14,8
18/11/2024 4:25:00	10,9	3,1	94,9	70,1	14,8
18/11/2024 4:26:00	10,9	2,7	95,0	70,1	14,9
18/11/2024 4:27:00	10,9	3,1	97,6	70,1	14,9
18/11/2024 4:28:00	10,9	3,3	93,6	70,0	14,9
18/11/2024 4:29:00	10,9	3,6	104,8	70,0	15,0
18/11/2024 4:30:00	10,9	3,6	116,6	70,0	15,0
18/11/2024 4:31:00	10,9	3,2	81,3	69,9	15,0
18/11/2024 4:32:00	10,9	2,9	105,2	69,8	15,1
18/11/2024 4:33:00	10,9	2,7	110,2	69,7	15,1
18/11/2024 4:34:00	10,9	2,7	92,0	69,7	15,1
18/11/2024 4:35:00	10,9	2,9	108,4	69,7	15,1
18/11/2024 4:36:00	10,9	2,8	75,4	69,5	15,1
18/11/2024 4:37:00	10,9	2,6	95,8	69,5	15,1
18/11/2024 4:38:00	10,9	2,3	113,5	69,5	15,1
18/11/2024 4:39:00	10,9	2,3	91,9	69,4	15,1
18/11/2024 4:40:00	10,9	2,5	105,7	69,4	15,1
18/11/2024 4:41:00	10,9	2,1	99,3	69,4	15,1
18/11/2024 4:42:00	10,9	2,0	124,7	69,4	15,1
18/11/2024 4:43:00	10,9	1,5	89,0	69,4	15,1
18/11/2024 4:44:00	10,9	1,8	118,6	69,3	15,1
18/11/2024 4:45:00	10,9	1,3	112,5	69,4	15,1
18/11/2024 4:46:00	10,9	1,4	38,6	69,3	15,1
18/11/2024 4:47:00	10,9	1,2	96,8	69,3	15,0
18/11/2024 4:48:00	10,9	1,3	99,0	69,3	15,0
18/11/2024 4:49:00	10,9	1,1	91,6	69,4	15,0
18/11/2024 4:50:00	10,9	1,0	82,9	69,4	15,0
18/11/2024 4:51:00	10,9	1,7	72,8	69,4	14,9
18/11/2024 4:52:00	10,9	2,0	105,7	69,5	14,9
18/11/2024 4:53:00	10,9	2,3	74,5	69,5	14,9
18/11/2024 4:54:00	10,9	2,5	77,2	69,7	14,9
18/11/2024 4:55:00	10,9	2,1	83,4	69,7	14,9
18/11/2024 4:56:00	10,9	1,8	92,6	69,8	14,8
18/11/2024 4:57:00	10,9	2,2	94,1	69,8	14,8
18/11/2024 4:58:00	10,9	1,9	100,9	69,9	14,8
18/11/2024 4:59:00	10,9	2,1	80,2	69,9	14,8
18/11/2024 5:00:00	10,9	2,3	74,4	69,9	14,8
18/11/2024 5:01:00	10,9	2,8	77,6	70,0	14,8
18/11/2024 5:02:00	10,9	2,6	90,5	70,0	14,8
18/11/2024 5:03:00	10,9	2,2	100,9	70,0	14,9
18/11/2024 5:04:00	10,9	2,3	73,0	70,0	14,8
18/11/2024 5:05:00	10,9	2,5	83,6	70,1	14,9
18/11/2024 5:06:00	10,9	2,7	71,0	70,1	14,9
18/11/2024 5:07:00	10,9	3,0	67,5	70,1	14,9
18/11/2024 5:08:00	10,9	3,0	87,9	70,1	14,9
18/11/2024 5:09:00	10,9	3,0	62,6	70,1	14,9
18/11/2024 5:10:00	10,9	3,2	76,0	70,1	14,9
18/11/2024 5:11:00	10,9	2,9	75,7	70,1	14,9
18/11/2024 5:12:00	10,9	2,9	47,7	70,1	14,9
18/11/2024 5:13:00	10,9	3,2	77,1	70,1	14,9
18/11/2024 5:14:00	10,9	3,5	72,1	70,0	14,9
18/11/2024 5:15:00	10,9	3,6	83,8	70,0	14,9
18/11/2024 5:16:00	10,9	3,3	82,7	70,0	14,9
18/11/2024 5:17:00	10,9	2,5	87,6	70,0	14,9
18/11/2024 5:18:00	10,9	3,0	71,5	69,9	14,9
18/11/2024 5:19:00	10,9	3,1	76,6	69,9	14,9
18/11/2024 5:20:00	10,9	3,0	83,6	69,9	15,0
18/11/2024 5:21:00	10,9	3,0	97,8	69,8	15,0
18/11/2024 5:22:00	10,9	2,8	102,5	69,8	15,0
18/11/2024 5:23:00	10,9	3,0	104,1	69,7	15,0
18/11/2024 5:24:00	10,9	2,6	98,8	69,7	15,0
18/11/2024 5:25:00	10,9	3,4	91,6	69,7	15,1
18/11/2024 5:26:00	10,9	2,9	71,4	69,5	15,1
18/11/2024 5:27:00	10,9	3,4	94,2	69,5	15,1
18/11/2024 5:28:00	10,9	3,5	103,6	69,5	15,1
18/11/2024 5:29:00	10,9	3,1	88,5	69,4	15,1
18/11/2024 5:30:00	10,9	2,9	92,6	69,3	15,2
18/11/2024 5:31:00	10,9	2,7	93,8	69,2	15,2
18/11/2024 5:32:00	10,9	3,1	105,6	69,1	15,2
18/11/2024 5:33:00	10,9	3,0	112,9	69,1	15,2
18/11/2024 5:34:00	10,9	2,8	82,0	69,0	15,2
18/11/2024 5:35:00	10,9	2,8	96,2	69,0	15,2
18/11/2024 5:36:00	10,9	2,6	84,7	69,0	15,2
18/11/2024 5:37:00	10,9	2,7	109,4	69,0	15,2
18/11/2024 5:38:00	10,9	3,0	98,9	68,9	15,2
18/11/2024 5:39:00	10,9	3,0	85,4	68,9	15,1
18/11/2024 5:40:00	10,9	3,1	119,0	68,9	15,1
18/11/2024 5:41:00	10,9	3,2	88,1	68,9	15,1
18/11/2024 5:42:00	10,9	3,0	84,1	68,9	15,1
18/11/2024 5:43:00	10,9	2,3	67,7	68,9	15,1
18/11/2024 5:44:00	10,9	3,0	112,8	68,8	15,1
18/11/2024 5:45:00	10,9	3,0	88,5	68,8	15,1
18/11/2024 5:46:00	10,9	3,0	91,5	68,8	15,1
18/11/2024 5:47:00	10,9	3,0	88,0	68,7	15,1
18/11/2024 5:48:00	10,9	3,2	98,7	68,7	15,1
18/11/2024 5:49:00	10,9	3,2	108,6	68,6	15,1
18/11/2024 5:50:00	10,9	3,5	90,8	68,6	15,2
18/11/2024 5:51:00	10,9	3,8	81,7	68,4	15,2
18/11/2024 5:52:00	10,9	3,5	110,0	68,3	15,2
18/11/2024 5:53:00	10,9	3,6	106,3	68,3	15,3
18/11/2024 5:54:00	10,9	3,3	48,5	68,2	15,3
18/11/2024 5:55:00	10,9	4,1	93,1	68,1	15,3
18/11/2024 5:56:00	10,9	4,2	91,9	68,0	15,3
18/11/2024 5:57:00	10,9	3,4	79,5	67,9	15,4
18/11/2024 5:58:00	10,9	3,5	91,8	67,7	15,4
18/11/2024 5:59:00	10,9	3,7	92,7	67,6	15,4
18/11/2024 6:00:00	10,9	4,0	109,4	67,5	15,4
18/11/2024 6:01:00	10,9	3,7	71,5	67,4	15,4
18/11/2024 6:02:00	10,9	3,6	98,3	67,2	15,4
18/11/2024 6:03:00	10,9	3,6	92,2	67,2	15,4
18/11/2024 6:04:00	10,9	3,6	114,8	67,1	15,4
18/11/2024 6:05:00	10,9	3,7	77,8	67,0	15,4
18/11/2024 6:06:00	10,9	3,2	117,6	67,0	15,4
18/11/2024 6:07:00	10,9	3,0	89,9	67,0	15,3
18/11/2024 6:08:00	10,9	3,4	93,4	67,0	15,3
18/11/2024 6:09:00	10,9	3,7	101,6	67,0	15,3
18/11/2024 6:10:00	10,9	3,1	100,4	67,0	15,3
18/11/2024 6:11:00	10,9	3,5	102,3	67,0	15,2
18/11/2024 6:12:00	10,9	3,5	79,1	67,0	15,2
18/11/2024 6:13:00	10,9	3,6	94,2	67,1	15,2
18/11/2024 6:14:00	10,9	3,0	95,1	67,1	15,1
18/11/2024 6:15:00	10,9	3,2	91,8	67,1	15,1
18/11/2024 6:16:00	10,9	3,5	96,8	67,2	15,1
18/11/2024 6:17:00	10,9	3,4	92,0	67,2	15,1
18/11/2024 6:18:00	10,9	3,4	85,3	67,2	15,1
18/11/2024 6:19:00	10,9	3,8	93,7	67,2	15,1
18/11/2024 6:20:00	10,9	4,1	100,1	67,2	15,1
18/11/2024 6:21:00	10,9	4,0	109,3	67,1	15,1
18/11/2024 6:22:00	10,9	3,7	101,8	67,0	15,1
18/11/2024 6:23:00	10,9	3,9	101,6	66,9	15,2
18/11/2024 6:24:00	10,9	3,7	75,8	66,9	15,2
18/11/2024 6:25:00	10,9	3,2	99,4	66,7	15,2
18/11/2024 6:26:00	10,9	4,0	105,4	66,8	15,2
18/11/2024 6:27:00	10,9	3,8	104,4	66,7	15,2
18/11/2024 6:28:00	10,9	4,2	109,3	66,6	15,2
18/11/2024 6:29:00	10,9	3,7	101,1	66,5	15,3
18/11/2024 6:30:00	10,9	3,8	106,2	66,4	15,3
18/11/2024 6:31:00	10,9	3,0	101,8	66,3	15,3
18/11/2024 6:32:00	10,9	3,6	78,1	66,2	15,3
18/11/2024 6:33:00	10,9	3,5	98,6	66,1	15,3
18/11/2024 6:34:00	10,9	3,5	100,1	66,1	15,3
18/11/2024 6:35:00	10,9	3,0	79,5	66,0	15,3
18/11/2024 6:36:00	10,9	2,9	101,5	66,0	15,3
18/11/2024 6:37:00	10,9	3,4	91,0	66,0	15,3
18/11/2024 6:38:00	10,9	3,1	86,2	66,1	15,3
18/11/2024 6:39:00	10,9	3,2	92,8	66,0	15,2
18/11/2024 6:40:00	10,9	3,5	99,6	66,0	15,2
18/11/2024 6:41:00	10,9	3,0	90,8	66,0	15,2
18/11/2024 6:42:00	10,9	2,9	106,4	66,1	15,2
18/11/2024 6:43:00	10,9	3,7	114,1	66,1	15,2
18/11/2024 6:44:00	10,9	3,5	109,3	66,0	15,2
18/11/2024 6:45:00	10,9	3,2	119,3	66,0	15,2
18/11/2024 6:46:00	10,9	3,0	86,2	66,0	15,2
18/11/2024 6:47:00	10,9	2,8	107,3	66,0	15,2
18/11/2024 6:48:00	10,9	2,8	79,9	66,0	15,2
18/11/2024 6:49:00	10,9	3,5	88,5	66,0	15,2
18/11/2024 6:50:00	10,9	3,3	87,7	66,0	15,2
18/11/2024 6:51:00	10,9	3,1	89,2	66,0	15,1
18/11/2024 6:52:00	10,9	3,2	85,0	66,0	15,1
18/11/2024 6:53:00	10,9	2,8	103,2	66,1	15,1
18/11/2024 6:54:00	10,9	3,5	100,6	66,1	15,1
18/11/2024 6:55:00	10,9	3,1	113,8	66,2	15,1
18/11/2024 6:56:00	10,9	3,0	100,9	66,1	15,1
18/11/2024 6:57:00	10,9	2,9	105,6	66,2	15,1
18/11/2024 6:58:00	10,9	3,3	110,1	66,0	15,2
18/11/2024 6:59:00	10,9	3,4	103,1	66,0	15,2
18/11/2024 7:00:00	10,9	3,2	119,2	65,9	15,2
18/11/2024 7:01:00	10,9	2,9	117,2	65,9	15,2
18/11/2024 7:02:00	10,9	3,2	100,0	65,8	15,2
18/11/2024 7:03:00	10,9	2,7	86,8	65,8	15,2
18/11/2024 7:04:00	10,9	3,0	98,5	65,7	15,2
18/11/2024 7:05:00	10,9	2,8	125,3	65,7	15,2
18/11/2024 7:06:00	10,9	3,2	94,9	65,8	15,2
18/11/2024 7:07:00	10,9	3,6	105,7	65,7	15,2
18/11/2024 7:08:00	10,9	3,4	99,1	65,7	15,2
18/11/2024 7:09:00	10,9	3,6	85,9	65,6	15,2
18/11/2024 7:10:00	10,9	3,1	87,3	65,6	15,2
18/11/2024 7:11:00	10,9	3,4	93,6	65,6	15,3
18/11/2024 7:12:00	10,9	2,5	80,5	65,6	15,3
18/11/2024 7:13:00	10,9	2,8	110,0	65,5	15,3
18/11/2024 7:14:00	10,9	2,5	141,3	65,4	15,3
18/11/2024 7:15:00	10,9	3,6	109,9	65,4	15,4
18/11/2024 7:16:00	10,9	3,6	106,4	65,2	15,4
18/11/2024 7:17:00	10,9	3,2	98,5	65,2	15,4
18/11/2024 7:18:00	10,9	3,1	101,1	65,1	15,4
18/11/2024 7:19:00	10,9	2,8	91,2	65,2	15,4
18/11/2024 7:20:00	10,9	2,6	95,7	65,2	15,4
18/11/2024 7:21:00	10,9	2,8	106,0	65,2	15,4
18/11/2024 7:22:00	10,9	2,6	87,2	65,3	15,4
18/11/2024 7:23:00	10,9	3,3	77,2	65,3	15,4
18/11/2024 7:24:00	10,9	3,1	93,9	65,3	15,4
18/11/2024 7:25:00	10,9	2,9	135,6	65,3	15,5
18/11/2024 7:26:00	10,9	2,8	109,7	65,3	15,5
18/11/2024 7:27:00	10,9	3,0	89,5	65,3	15,6
18/11/2024 7:28:00	10,9	2,8	97,2	65,2	15,6
18/11/2024 7:29:00	10,9	2,8	84,4	65,2	15,6
18/11/2024 7:30:00	10,9	3,6	83,7	65,3	15,6
18/11/2024 7:31:00	10,9	3,2	95,0	65,2	15,6
18/11/2024 7:32:00	10,9	3,4	81,7	65,2	15,6
18/11/2024 7:33:00	10,9	3,5	103,8	65,2	15,7
18/11/2024 7:34:00	10,9	3,2	94,3	65,1	15,7
18/11/2024 7:35:00	10,9	2,8	107,3	65,1	15,8
18/11/2024 7:36:00	10,9	2,9	86,4	65,0	15,8
18/11/2024 7:37:00	10,9	2,6	88,2	64,9	15,8
18/11/2024 7:38:00	10,9	2,5	109,0	64,8	15,9
18/11/2024 7:39:00	10,9	2,8	66,7	64,8	15,9
18/11/2024 7:40:00	10,9	3,4	85,3	64,8	15,9
18/11/2024 7:41:00	10,9	2,7	83,2	64,9	15,9
18/11/2024 7:42:00	10,9	3,6	97,2	64,9	16,0
18/11/2024 7:43:00	10,9	3,0	101,9	64,8	16,0
18/11/2024 7:44:00	10,9	3,0	129,3	64,8	16,1
18/11/2024 7:45:00	10,9	2,4	107,6	64,7	16,1
18/11/2024 7:46:00	10,9	2,1	88,2	64,7	16,1
18/11/2024 7:47:00	10,9	2,8	75,3	64,6	16,1
18/11/2024 7:48:00	10,9	3,0	92,8	64,6	16,1
18/11/2024 7:49:00	10,9	2,9	104,2	64,5	16,2
18/11/2024 7:50:00	10,9	2,5	103,2	64,4	16,2
18/11/2024 7:51:00	10,9	2,8	98,7	64,4	16,2
18/11/2024 7:52:00	10,9	2,5	71,2	64,3	16,2
18/11/2024 7:53:00	10,9	2,7	105,6	64,3	16,2
18/11/2024 7:54:00	10,9	2,6	86,8	64,3	16,2
18/11/2024 7:55:00	10,9	3,1	85,6	64,1	16,3
18/11/2024 7:56:00	10,9	2,1	92,6	64,1	16,3
18/11/2024 7:57:00	10,9	2,4	112,8	64,1	16,3
18/11/2024 7:58:00	10,9	2,9	119,7	64,1	16,3
18/11/2024 7:59:00	10,9	3,0	92,4	64,0	16,3
18/11/2024 8:00:00	10,9	3,5	95,2	63,8	16,4
18/11/2024 8:01:00	10,9	3,1	103,6	63,7	16,4
18/11/2024 8:02:00	10,9	3,5	110,9	63,7	16,5
18/11/2024 8:03:00	10,9	3,7	109,8	63,5	16,5
18/11/2024 8:04:00	10,9	3,3	75,5	63,3	16,6
18/11/2024 8:05:00	10,9	3,1	93,2	63,2	16,6
18/11/2024 8:06:00	10,9	4,0	97,0	63,0	16,7
18/11/2024 8:07:00	10,9	3,6	80,6	62,7	16,8
18/11/2024 8:08:00	10,9	4,0	101,7	62,5	16,8
18/11/2024 8:09:00	10,9	4,2	88,2	62,1	16,9
18/11/2024 8:10:00	10,9	3,6	86,7	61,8	16,9
18/11/2024 8:11:00	10,9	3,2	115,3	61,7	17,0
18/11/2024 8:12:00	10,9	3,4	103,6	61,6	17,0
18/11/2024 8:13:00	10,9	3,4	92,7	61,5	17,0
18/11/2024 8:14:00	10,9	2,9	110,6	61,4	17,0
18/11/2024 8:15:00	10,9	3,3	89,1	61,3	17,1
18/11/2024 8:16:00	10,9	3,1	50,6	61,1	17,1
18/11/2024 8:17:00	10,9	3,1	96,4	61,0	17,1
18/11/2024 8:18:00	10,9	3,2	95,9	60,9	17,1
18/11/2024 8:19:00	10,9	3,2	99,0	60,7	17,1
18/11/2024 8:20:00	10,9	3,4	86,5	60,6	17,0
18/11/2024 8:21:00	10,9	3,5	82,9	60,6	17,0
18/11/2024 8:22:00	10,9	3,2	82,4	60,6	17,0
18/11/2024 8:23:00	10,9	3,2	96,3	60,6	16,9
18/11/2024 8:24:00	10,9	2,7	100,5	60,7	16,9
18/11/2024 8:25:00	10,9	2,8	103,5	60,7	16,9
18/11/2024 8:26:00	10,9	2,9	65,4	60,9	16,9
18/11/2024 8:27:00	10,9	2,5	73,1	61,0	16,9
18/11/2024 8:28:00	10,9	2,3	95,3	61,1	16,9
18/11/2024 8:29:00	10,9	2,3	85,8	61,3	16,8
18/11/2024 8:30:00	10,9	1,9	86,1	61,4	16,8
18/11/2024 8:31:00	10,9	1,7	96,3	61,5	16,8
18/11/2024 8:32:00	10,9	1,5	81,0	61,6	16,8
18/11/2024 8:33:00	10,9	1,0	34,8	61,7	16,9
18/11/2024 8:34:00	10,9	0,5	89,7	61,8	16,9
18/11/2024 8:35:00	10,9	1,6	110,9	61,8	16,9
18/11/2024 8:36:00	10,9	0,9	58,1	61,8	16,9
18/11/2024 8:37:00	10,9	1,5	107,8	61,8	17,0
18/11/2024 8:38:00	10,9	2,3	118,0	61,6	17,1
18/11/2024 8:39:00	10,9	1,3	134,5	61,4	17,1
18/11/2024 8:40:00	10,9	1,6	109,6	61,2	17,2
18/11/2024 8:41:00	10,9	0,9	119,6	61,0	17,3
18/11/2024 8:42:00	10,9	2,1	91,2	60,9	17,4
18/11/2024 8:43:00	10,9	1,3	119,2	60,7	17,4
18/11/2024 8:44:00	10,9	1,5	52,2	60,7	17,5
18/11/2024 8:45:00	10,9	1,5	113,6	60,6	17,5
18/11/2024 8:46:00	10,9	1,7	75,3	60,6	17,5
18/11/2024 8:47:00	10,9	1,2	58,5	60,7	17,5
18/11/2024 8:48:00	10,9	1,3	47,0	60,9	17,6
18/11/2024 8:49:00	10,9	1,0	52,4	61,1	17,6
18/11/2024 8:50:00	10,9	0,8	58,5	61,2	17,6
18/11/2024 8:51:00	10,9	0,3	51,3	61,2	17,7
18/11/2024 8:52:00	10,9	0,0	25,2	61,3	17,7
18/11/2024 8:53:00	10,9	0,0	69,7	61,4	17,7
18/11/2024 8:54:00	10,9	0,0	2,3	61,5	17,7
18/11/2024 8:55:00	10,9	0,3	7,5	61,6	17,8
18/11/2024 8:56:00	10,9	0,7	48,2	61,8	17,8
18/11/2024 8:57:00	10,9	0,0	15,4	62,0	17,9
18/11/2024 8:58:00	10,9	0,0	295,4	62,0	17,9
18/11/2024 8:59:00	10,9	0,0	263,1	61,9	17,9
18/11/2024 9:00:00	10,9	0,0	262,3	61,8	17,9
18/11/2024 9:01:00	10,9	0,8	220,8	61,8	17,9
18/11/2024 9:02:00	10,9	0,9	237,7	61,8	17,9
18/11/2024 9:03:00	10,9	0,4	246,9	61,9	18,0
18/11/2024 9:04:00	10,9	0,0	23,2	62,1	18,0
18/11/2024 9:05:00	10,9	0,0	42,0	62,5	18,1
18/11/2024 9:06:00	10,9	0,0	36,1	62,5	18,1
18/11/2024 9:07:00	10,9	0,0	60,5	62,7	18,1
18/11/2024 9:08:00	10,9	0,0	124,6	62,8	18,1
18/11/2024 9:09:00	10,9	0,0	290,0	62,8	18,1
18/11/2024 9:10:00	10,9	0,0	299,3	62,9	18,2
18/11/2024 9:11:00	10,9	0,0	227,2	62,9	18,2
18/11/2024 9:12:00	10,9	0,0	108,1	62,8	18,3
18/11/2024 9:13:00	10,9	0,0	251,3	62,8	18,3
18/11/2024 9:14:00	10,9	0,0	287,2	62,7	18,4
18/11/2024 9:15:00	10,9	0,0	257,9	62,7	18,4
18/11/2024 9:16:00	10,9	0,7	277,7	62,8	18,5
18/11/2024 9:17:00	10,9	0,9	261,6	62,8	18,5
18/11/2024 9:18:00	10,9	0,8	273,2	62,6	18,6
18/11/2024 9:19:00	10,9	0,5	222,8	62,5	18,6
18/11/2024 9:20:00	10,9	0,4	233,5	62,5	18,7
18/11/2024 9:21:00	10,9	0,0	267,8	62,4	18,7
18/11/2024 9:22:00	10,9	0,0	240,4	62,5	18,8
18/11/2024 9:23:00	10,9	0,0	256,4	62,5	18,9
18/11/2024 9:24:00	10,9	0,7	272,8	62,6	19,0
18/11/2024 9:25:00	10,9	0,8	255,2	62,5	19,1
18/11/2024 9:26:00	10,9	0,3	260,9	62,3	19,1
18/11/2024 9:27:00	10,9	0,0	284,6	62,0	19,1
18/11/2024 9:28:00	10,9	0,0	271,6	61,7	19,2
18/11/2024 9:29:00	10,9	0,0	331,3	61,4	19,2
18/11/2024 9:30:00	10,9	0,0	303,7	61,4	19,3
18/11/2024 9:31:00	10,9	0,0	223,4	61,2	19,3
18/11/2024 9:32:00	10,9	0,0	222,4	61,2	19,4
18/11/2024 9:33:00	10,9	0,0	192,7	61,1	19,4
18/11/2024 9:34:00	10,9	0,0	187,4	60,9	19,5
18/11/2024 9:35:00	10,9	0,0	213,7	60,7	19,6
18/11/2024 9:36:00	10,9	0,0	223,0	60,6	19,6
18/11/2024 9:37:00	10,9	0,0	240,5	60,6	19,6
18/11/2024 9:38:00	10,9	0,0	231,4	60,4	19,7
18/11/2024 9:39:00	10,9	0,0	252,4	60,2	19,7
18/11/2024 9:40:00	10,9	0,0	175,6	60,1	19,8
18/11/2024 9:41:00	10,9	0,0	128,4	60,1	19,9
18/11/2024 9:42:00	10,9	0,0	236,2	59,9	20,0
18/11/2024 9:43:00	10,9	0,0	234,7	59,7	20,1
18/11/2024 9:44:00	10,9	0,0	245,5	59,3	20,2
18/11/2024 9:45:00	10,9	0,0	242,0	58,9	20,3
18/11/2024 9:46:00	10,9	0,0	234,4	58,5	20,4
18/11/2024 9:47:00	10,9	0,0	245,6	58,3	20,4
18/11/2024 9:48:00	10,9	0,0	247,5	58,1	20,5
18/11/2024 9:49:00	10,9	0,5	260,9	58,2	20,6
18/11/2024 9:50:00	10,9	1,6	285,0	57,9	20,6
18/11/2024 9:51:00	10,9	1,4	254,0	58,1	20,5
18/11/2024 9:52:00	10,9	1,3	271,7	58,4	20,4
18/11/2024 9:53:00	10,9	1,0	262,8	58,5	20,3
18/11/2024 9:54:00	10,9	0,9	269,8	58,0	20,2
18/11/2024 9:55:00	10,9	0,8	263,2	58,0	20,2
18/11/2024 9:56:00	10,9	0,4	249,5	58,2	20,3
18/11/2024 9:57:00	10,9	0,0	263,5	58,4	20,4
18/11/2024 9:58:00	10,9	0,0	302,5	58,5	20,4
18/11/2024 9:59:00	10,9	0,0	313,3	58,6	20,5
18/11/2024 10:00:00	10,9	0,0	287,6	58,6	20,5
18/11/2024 10:01:00	10,9	0,0	264,8	58,8	20,6
18/11/2024 10:02:00	10,9	0,0	317,6	59,0	20,7
18/11/2024 10:03:00	10,9	0,0	287,4	59,2	20,8
18/11/2024 10:04:00	10,9	0,0	260,3	59,2	20,9
18/11/2024 10:05:00	10,9	0,0	288,5	58,9	20,9
18/11/2024 10:06:00	10,9	0,0	299,1	58,8	21,0
18/11/2024 10:07:00	10,9	0,5	289,1	58,7	21,1
18/11/2024 10:08:00	10,9	1,2	275,9	58,7	21,0
18/11/2024 10:09:00	10,9	1,0	296,5	58,9	20,9
18/11/2024 10:10:00	10,9	1,4	271,8	59,4	20,8
18/11/2024 10:11:00	10,9	1,5	258,2	59,8	20,7
18/11/2024 10:12:00	10,9	1,4	269,2	60,5	20,6
18/11/2024 10:13:00	10,9	1,6	267,2	60,6	20,6
18/11/2024 10:14:00	10,9	1,5	261,4	60,7	20,6
18/11/2024 10:15:00	10,9	1,6	265,8	60,8	20,5
18/11/2024 10:16:00	10,9	1,6	257,9	61,0	20,6
18/11/2024 10:17:00	10,9	1,5	254,0	60,9	20,6
18/11/2024 10:18:00	10,9	1,3	259,3	60,6	20,7
18/11/2024 10:19:00	10,9	1,4	265,6	60,4	20,7
18/11/2024 10:20:00	10,9	1,5	267,2	60,4	20,7
18/11/2024 10:21:00	10,9	1,5	282,8	59,3	20,7
18/11/2024 10:22:00	10,9	1,5	277,0	58,6	20,5
18/11/2024 10:23:00	10,9	1,5	270,7	58,5	20,5
18/11/2024 10:24:00	10,9	1,4	253,3	58,4	20,5
18/11/2024 10:25:00	10,9	1,6	252,2	57,9	20,6
18/11/2024 10:26:00	10,9	1,6	272,1	57,5	20,7
18/11/2024 10:27:00	10,9	1,4	274,9	56,4	20,7
18/11/2024 10:28:00	10,9	1,6	266,0	56,0	20,7
18/11/2024 10:29:00	10,9	1,3	302,4	56,1	20,6
18/11/2024 10:30:00	10,9	1,0	305,1	56,4	20,7
18/11/2024 10:31:00	10,9	0,6	300,1	56,5	20,8
18/11/2024 10:32:00	10,9	0,9	281,0	56,5	20,9
18/11/2024 10:33:00	10,9	1,0	292,1	56,4	21,0
18/11/2024 10:34:00	10,9	1,5	269,9	56,8	21,1
18/11/2024 10:35:00	10,9	1,6	276,2	57,5	21,1
18/11/2024 10:36:00	10,9	1,9	262,5	57,8	21,1
18/11/2024 10:37:00	10,9	2,0	277,3	56,2	20,9
18/11/2024 10:38:00	10,9	2,1	288,0	55,4	20,8
18/11/2024 10:39:00	10,9	2,2	264,1	55,2	20,7
18/11/2024 10:40:00	10,9	2,3	273,6	55,4	20,7
18/11/2024 10:41:00	10,9	1,7	270,3	56,3	20,7
18/11/2024 10:42:00	10,9	1,7	312,3	56,1	20,7
18/11/2024 10:43:00	10,9	0,8	326,4	56,3	20,7
18/11/2024 10:44:00	10,9	0,9	341,3	56,6	20,8
18/11/2024 10:45:00	10,9	1,4	329,7	56,4	21,0
18/11/2024 10:46:00	10,9	1,1	326,0	56,1	21,2
18/11/2024 10:47:00	10,9	0,5	247,9	56,0	21,3
18/11/2024 10:48:00	10,9	1,4	277,4	55,7	21,4
18/11/2024 10:49:00	10,9	2,3	252,1	55,1	21,5
18/11/2024 10:50:00	10,9	2,1	286,0	55,4	21,5
18/11/2024 10:51:00	10,9	2,7	297,9	55,3	21,5
18/11/2024 10:52:00	10,9	2,6	336,5	55,2	21,5
18/11/2024 10:53:00	10,9	1,8	267,0	54,7	21,5
18/11/2024 10:54:00	10,9	2,0	308,0	54,4	21,5
18/11/2024 10:55:00	10,9	1,3	306,8	54,6	21,5
