	Power	Speed#@1m	Dir	RH	AirTemp
	V	m.s-1	deg	%	deg C
15/11/2024 14:11:00	10,9	1,4	263,5	64,2	21,8
15/11/2024 14:12:00	10,9	1,8	319,3	63,9	21,8
15/11/2024 14:13:00	10,9	1,3	262,4	63,9	21,7
15/11/2024 14:14:00	10,9	2,5	264,8	64,0	21,7
15/11/2024 14:15:00	10,9	1,8	301,4	64,7	21,7
15/11/2024 14:16:00	10,9	1,7	276,8	64,9	21,8
15/11/2024 14:17:00	10,9	1,3	234,8	65,1	21,8
15/11/2024 14:18:00	10,9	0,9	253,7	64,6	21,8
15/11/2024 14:19:00	10,9	0,0	240,3	64,4	21,8
15/11/2024 14:20:00	10,9	1,1	254,2	64,3	21,8
15/11/2024 14:21:00	10,9	1,7	255,7	64,0	21,8
15/11/2024 14:22:00	10,9	1,6	246,1	63,7	21,8
15/11/2024 14:23:00	10,9	1,2	224,2	63,6	21,8
15/11/2024 14:24:00	10,9	2,1	252,7	63,5	21,9
15/11/2024 14:25:00	10,9	2,3	266,3	62,7	21,9
15/11/2024 14:26:00	10,9	1,7	256,7	63,0	21,9
15/11/2024 14:27:00	10,9	2,5	258,6	63,4	22,1
15/11/2024 14:28:00	10,9	2,0	281,3	62,9	22,1
15/11/2024 14:29:00	10,9	2,4	260,2	62,6	22,1
15/11/2024 14:30:00	10,9	1,4	285,4	62,6	22,1
15/11/2024 14:31:00	10,9	1,3	259,8	62,7	22,2
15/11/2024 14:32:00	10,9	1,9	254,3	62,3	22,1
15/11/2024 14:33:00	10,9	1,7	272,0	62,2	22,1
15/11/2024 14:34:00	10,9	1,8	267,5	61,9	22,2
15/11/2024 14:35:00	10,9	1,9	279,3	62,0	22,1
15/11/2024 14:36:00	10,9	2,1	287,2	61,9	22,1
15/11/2024 14:37:00	10,9	1,9	263,7	62,3	22,0
15/11/2024 14:38:00	10,9	1,2	293,2	62,6	22,0
15/11/2024 14:39:00	10,9	1,5	245,2	62,6	22,0
15/11/2024 14:40:00	10,9	1,5	240,9	62,7	21,9
15/11/2024 14:41:00	10,9	1,5	308,8	62,7	21,9
15/11/2024 14:42:00	10,9	1,4	233,8	62,3	21,8
15/11/2024 14:43:00	10,9	2,1	264,8	62,5	21,8
15/11/2024 14:44:00	10,9	2,3	269,0	62,2	21,8
15/11/2024 14:45:00	10,9	1,9	232,0	62,8	21,7
15/11/2024 14:46:00	10,9	2,1	288,2	62,8	21,7
15/11/2024 14:47:00	10,9	2,0	226,9	62,3	21,7
15/11/2024 14:48:00	10,9	1,4	244,8	62,2	21,7
15/11/2024 14:49:00	10,9	1,2	274,7	61,8	21,7
15/11/2024 14:50:00	10,9	1,4	287,5	61,6	21,6
15/11/2024 14:51:00	10,9	1,2	243,0	61,6	21,6
15/11/2024 14:52:00	10,9	1,3	239,8	61,6	21,5
15/11/2024 14:53:00	10,9	1,4	257,8	61,6	21,6
15/11/2024 14:54:00	10,9	1,6	241,0	61,3	21,6
15/11/2024 14:55:00	10,9	1,5	246,6	61,2	21,6
15/11/2024 14:56:00	10,9	1,5	267,6	60,9	21,7
15/11/2024 14:57:00	10,9	1,2	218,7	60,6	21,7
15/11/2024 14:58:00	10,9	1,2	244,8	60,3	21,7
15/11/2024 14:59:00	10,9	1,5	274,0	60,2	21,8
15/11/2024 15:00:00	10,9	1,1	224,0	60,2	21,8
15/11/2024 15:01:00	10,9	1,1	265,1	60,3	21,9
15/11/2024 15:02:00	10,9	1,2	247,7	59,8	21,9
15/11/2024 15:03:00	10,9	1,6	263,5	59,8	21,9
15/11/2024 15:04:00	10,9	1,5	278,9	59,9	21,9
15/11/2024 15:05:00	10,9	1,4	280,0	59,7	21,9
15/11/2024 15:06:00	10,9	0,9	236,4	60,0	21,9
15/11/2024 15:07:00	10,9	0,0	248,6	60,1	21,9
15/11/2024 15:08:00	10,9	0,5	138,0	60,0	21,9
15/11/2024 15:09:00	10,9	0,0	272,3	60,1	21,9
15/11/2024 15:10:00	10,9	0,0	244,3	60,3	22,0
15/11/2024 15:11:00	10,9	0,0	192,2	59,8	22,1
15/11/2024 15:12:00	10,9	0,0	201,6	59,7	22,1
15/11/2024 15:13:00	10,9	0,0	248,6	59,8	22,2
15/11/2024 15:14:00	10,9	0,0	240,5	59,8	22,3
15/11/2024 15:15:00	10,9	0,7	212,5	59,7	22,4
15/11/2024 15:16:00	10,9	0,8	287,1	59,6	22,5
15/11/2024 15:17:00	10,9	1,4	315,0	59,4	22,5
15/11/2024 15:18:00	10,9	2,0	302,4	59,3	22,5
15/11/2024 15:19:00	10,9	1,5	254,4	59,4	22,4
15/11/2024 15:20:00	10,9	1,0	188,8	59,2	22,4
15/11/2024 15:21:00	10,9	0,3	10,5	59,2	22,4
15/11/2024 15:22:00	10,9	1,2	311,6	59,2	22,4
15/11/2024 15:23:00	10,9	1,7	279,6	59,4	22,4
15/11/2024 15:24:00	10,9	1,1	217,5	59,6	22,4
15/11/2024 15:25:00	10,9	1,6	258,1	59,7	22,4
15/11/2024 15:26:00	10,9	1,6	252,2	60,0	22,4
15/11/2024 15:27:00	10,9	1,5	286,0	60,0	22,3
15/11/2024 15:28:00	10,9	1,1	260,9	60,3	22,2
15/11/2024 15:29:00	10,9	1,1	251,2	60,7	22,2
15/11/2024 15:30:00	10,9	1,2	248,1	60,7	22,3
15/11/2024 15:31:00	10,9	1,3	257,4	60,9	22,4
15/11/2024 15:32:00	10,9	1,6	268,3	60,5	22,5
15/11/2024 15:33:00	10,9	2,1	275,3	60,4	22,4
15/11/2024 15:34:00	10,9	1,8	247,5	60,5	22,3
15/11/2024 15:35:00	10,9	1,8	247,4	60,8	22,2
15/11/2024 15:36:00	10,9	2,2	270,9	60,6	22,0
15/11/2024 15:37:00	10,9	1,9	287,2	60,9	21,8
15/11/2024 15:38:00	10,9	2,4	295,1	61,0	21,7
15/11/2024 15:39:00	10,9	1,7	249,8	61,5	21,7
15/11/2024 15:40:00	10,9	2,2	277,7	61,4	21,6
15/11/2024 15:41:00	10,9	2,0	274,6	61,7	21,6
15/11/2024 15:42:00	10,9	2,1	248,1	62,0	21,5
15/11/2024 15:43:00	10,9	2,4	269,3	62,0	21,5
15/11/2024 15:44:00	10,9	2,3	259,4	62,1	21,4
15/11/2024 15:45:00	10,9	2,1	261,0	62,5	21,4
15/11/2024 15:46:00	10,9	2,3	262,4	62,6	21,3
15/11/2024 15:47:00	10,9	2,4	242,6	62,8	21,3
15/11/2024 15:48:00	10,9	1,9	240,4	62,8	21,4
15/11/2024 15:49:00	10,9	2,4	266,8	62,4	21,4
15/11/2024 15:50:00	10,9	2,2	268,3	62,4	21,3
15/11/2024 15:51:00	10,9	2,7	258,6	62,4	21,2
15/11/2024 15:52:00	10,9	2,8	252,5	62,3	21,1
15/11/2024 15:53:00	10,9	2,1	227,7	62,5	21,0
15/11/2024 15:54:00	10,9	2,3	239,5	62,8	21,0
15/11/2024 15:55:00	10,9	1,4	232,9	63,1	21,1
15/11/2024 15:56:00	10,9	1,7	224,8	63,0	21,2
15/11/2024 15:57:00	10,9	1,6	226,3	62,9	21,2
15/11/2024 15:58:00	10,9	1,7	230,7	63,0	21,3
15/11/2024 15:59:00	10,9	1,9	204,5	62,7	21,3
15/11/2024 16:00:00	10,9	2,5	208,0	62,6	21,4
15/11/2024 16:01:00	10,9	2,0	210,0	62,4	21,4
15/11/2024 16:02:00	10,9	2,2	205,6	62,3	21,5
15/11/2024 16:03:00	10,9	2,0	216,7	62,0	21,5
15/11/2024 16:04:00	10,9	2,8	218,9	62,0	21,5
15/11/2024 16:05:00	10,9	2,7	206,8	62,0	21,5
15/11/2024 16:06:00	10,9	2,6	221,4	62,0	21,4
15/11/2024 16:07:00	10,9	2,5	194,7	62,1	21,4
15/11/2024 16:08:00	10,9	1,8	198,1	62,4	21,3
15/11/2024 16:09:00	10,9	2,5	228,1	62,3	21,3
15/11/2024 16:10:00	10,9	1,9	203,3	62,5	21,3
15/11/2024 16:11:00	10,9	2,2	228,8	62,5	21,2
15/11/2024 16:12:00	10,9	1,5	216,9	62,6	21,2
15/11/2024 16:13:00	10,9	2,3	215,5	62,6	21,1
15/11/2024 16:14:00	10,9	2,4	229,1	62,5	21,1
15/11/2024 16:15:00	10,9	2,4	218,1	62,3	21,0
15/11/2024 16:16:00	10,9	1,4	167,1	62,4	21,0
15/11/2024 16:17:00	10,9	1,3	168,8	62,5	21,0
15/11/2024 16:18:00	10,9	1,9	184,2	62,3	21,0
15/11/2024 16:19:00	10,9	2,0	163,6	62,4	20,9
15/11/2024 16:20:00	10,9	1,5	189,1	62,4	20,9
15/11/2024 16:21:00	10,9	1,5	153,0	62,3	21,0
15/11/2024 16:22:00	10,9	2,1	221,0	62,2	20,9
15/11/2024 16:23:00	10,9	2,2	195,6	62,1	21,0
15/11/2024 16:24:00	10,9	1,8	217,8	62,1	21,0
15/11/2024 16:25:00	10,9	2,0	208,4	62,3	21,0
15/11/2024 16:26:00	10,9	1,9	215,2	62,4	21,0
15/11/2024 16:27:00	10,9	3,0	198,2	62,1	21,0
15/11/2024 16:28:00	10,9	3,3	216,6	62,0	21,0
15/11/2024 16:29:00	10,9	3,1	214,1	62,0	21,0
15/11/2024 16:30:00	10,9	2,0	207,0	62,2	20,9
15/11/2024 16:31:00	10,9	1,8	243,1	62,2	20,9
15/11/2024 16:32:00	10,9	1,9	253,9	62,5	20,9
15/11/2024 16:33:00	10,9	1,8	216,7	62,4	20,9
15/11/2024 16:34:00	10,9	1,8	222,1	62,6	20,8
15/11/2024 16:35:00	10,9	1,7	244,9	62,6	20,8
15/11/2024 16:36:00	10,9	1,7	233,5	62,8	20,8
15/11/2024 16:37:00	10,9	1,9	231,3	63,0	20,7
15/11/2024 16:38:00	10,9	1,6	232,9	63,2	20,7
15/11/2024 16:39:00	10,9	1,7	227,0	63,4	20,7
15/11/2024 16:40:00	10,9	1,7	241,1	63,5	20,7
15/11/2024 16:41:00	10,9	2,0	224,5	63,6	20,7
15/11/2024 16:42:00	10,9	2,0	220,4	63,7	20,7
15/11/2024 16:43:00	10,9	2,0	223,1	63,9	20,7
15/11/2024 16:44:00	10,9	1,7	210,0	64,0	20,7
15/11/2024 16:45:00	10,9	1,5	217,0	64,0	20,6
15/11/2024 16:46:00	10,9	2,0	231,6	64,2	20,6
15/11/2024 16:47:00	10,9	1,8	236,3	64,3	20,6
15/11/2024 16:48:00	10,9	1,7	235,2	64,5	20,6
15/11/2024 16:49:00	10,9	1,8	253,2	64,6	20,6
15/11/2024 16:50:00	10,9	1,5	230,1	64,8	20,6
15/11/2024 16:51:00	10,9	1,8	219,3	64,9	20,6
15/11/2024 16:52:00	10,9	1,9	221,2	65,1	20,6
15/11/2024 16:53:00	10,9	1,6	197,7	65,2	20,6
15/11/2024 16:54:00	10,9	1,4	201,7	65,4	20,5
15/11/2024 16:55:00	10,9	1,0	219,2	65,6	20,5
15/11/2024 16:56:00	10,9	0,4	244,9	65,8	20,5
15/11/2024 16:57:00	10,9	0,0	195,4	65,9	20,5
15/11/2024 16:58:00	10,9	1,2	218,8	66,1	20,5
15/11/2024 16:59:00	10,9	1,4	242,9	66,4	20,4
15/11/2024 17:00:00	10,9	1,3	240,1	66,7	20,4
15/11/2024 17:01:00	10,9	1,2	243,2	67,0	20,5
15/11/2024 17:02:00	10,9	1,6	235,3	67,3	20,5
15/11/2024 17:03:00	10,9	1,5	266,6	67,5	20,5
15/11/2024 17:04:00	10,9	1,8	265,8	67,7	20,4
15/11/2024 17:05:00	10,9	1,5	264,8	67,8	20,4
15/11/2024 17:06:00	10,9	1,5	246,3	68,2	20,3
15/11/2024 17:07:00	10,9	1,1	272,0	68,5	20,3
15/11/2024 17:08:00	10,9	0,9	272,3	68,8	20,2
15/11/2024 17:09:00	10,9	0,6	271,2	68,8	20,2
15/11/2024 17:10:00	10,9	0,7	282,7	69,0	20,2
15/11/2024 17:11:00	10,9	0,4	272,4	69,1	20,2
15/11/2024 17:12:00	10,9	0,7	270,0	69,4	20,2
15/11/2024 17:13:00	10,9	1,2	283,7	69,6	20,3
15/11/2024 17:14:00	10,9	1,6	289,7	69,6	20,2
15/11/2024 17:15:00	10,9	1,7	281,6	69,9	20,2
15/11/2024 17:16:00	10,9	2,2	287,8	70,1	20,2
15/11/2024 17:17:00	10,9	2,2	258,8	70,3	20,1
15/11/2024 17:18:00	10,9	2,3	269,0	70,5	20,1
15/11/2024 17:19:00	10,9	2,4	267,1	70,6	20,0
15/11/2024 17:20:00	10,9	2,4	313,7	70,8	20,0
15/11/2024 17:21:00	10,9	2,5	264,5	71,1	19,9
15/11/2024 17:22:00	10,9	2,7	258,3	71,3	19,9
15/11/2024 17:23:00	10,9	2,2	271,9	71,6	19,8
15/11/2024 17:24:00	10,9	2,4	306,5	71,7	19,8
15/11/2024 17:25:00	10,9	2,4	265,7	71,9	19,8
15/11/2024 17:26:00	10,9	2,2	278,1	72,0	19,8
15/11/2024 17:27:00	10,9	2,3	269,6	72,2	19,8
15/11/2024 17:28:00	10,9	2,0	261,6	72,4	19,7
15/11/2024 17:29:00	10,9	2,3	260,0	72,6	19,7
15/11/2024 17:30:00	10,9	2,2	256,0	72,7	19,7
15/11/2024 17:31:00	10,9	2,2	269,6	72,9	19,7
15/11/2024 17:32:00	10,9	2,3	274,6	73,0	19,6
15/11/2024 17:33:00	10,9	1,4	294,0	73,1	19,6
15/11/2024 17:34:00	10,9	1,4	260,5	73,3	19,6
15/11/2024 17:35:00	10,9	1,5	252,5	73,4	19,6
15/11/2024 17:36:00	10,9	0,9	240,3	73,5	19,6
15/11/2024 17:37:00	10,9	1,2	232,9	73,6	19,6
15/11/2024 17:38:00	10,9	1,1	279,3	73,8	19,6
15/11/2024 17:39:00	10,9	0,8	227,1	73,9	19,6
15/11/2024 17:40:00	10,9	1,1	193,4	74,0	19,6
15/11/2024 17:41:00	10,9	0,6	242,0	74,2	19,6
15/11/2024 17:42:00	10,9	0,7	277,0	74,4	19,6
15/11/2024 17:43:00	10,9	0,6	217,9	74,4	19,6
15/11/2024 17:44:00	10,9	0,0	225,3	74,6	19,6
15/11/2024 17:45:00	10,9	0,0	241,7	74,7	19,6
15/11/2024 17:46:00	10,9	0,0	180,0	74,8	19,6
15/11/2024 17:47:00	10,9	0,0	164,5	74,8	19,6
15/11/2024 17:48:00	10,9	0,0	213,6	74,9	19,5
15/11/2024 17:49:00	10,9	0,0	238,2	75,1	19,5
15/11/2024 17:50:00	10,9	0,0	245,0	75,2	19,5
15/11/2024 17:51:00	10,9	0,0	226,3	75,3	19,5
15/11/2024 17:52:00	10,9	0,0	257,1	75,5	19,5
15/11/2024 17:53:00	10,9	0,0	244,9	75,5	19,5
15/11/2024 17:54:00	10,9	0,0	318,3	75,6	19,5
15/11/2024 17:55:00	10,9	0,0	293,7	75,6	19,5
15/11/2024 17:56:00	10,9	0,0	232,7	75,6	19,4
15/11/2024 17:57:00	10,9	0,0	186,0	75,7	19,4
15/11/2024 17:58:00	10,9	0,0	225,6	75,7	19,4
15/11/2024 17:59:00	10,9	0,0	249,9	75,8	19,4
15/11/2024 18:00:00	10,9	0,0	219,4	75,9	19,4
15/11/2024 18:01:00	10,9	0,0	154,2	75,9	19,4
15/11/2024 18:02:00	10,9	0,0	54,8	76,0	19,3
15/11/2024 18:03:00	10,9	0,0	45,7	76,1	19,3
15/11/2024 18:04:00	10,9	0,0	8,6	76,2	19,3
15/11/2024 18:05:00	10,9	0,0	2,4	76,4	19,3
15/11/2024 18:06:00	10,9	0,0	335,2	76,5	19,3
15/11/2024 18:07:00	10,9	0,0	269,7	76,7	19,3
15/11/2024 18:08:00	10,9	0,0	236,9	77,0	19,3
15/11/2024 18:09:00	10,9	1,2	246,4	77,0	19,3
15/11/2024 18:10:00	10,9	1,4	250,3	77,2	19,3
15/11/2024 18:11:00	10,9	1,3	258,0	77,3	19,3
15/11/2024 18:12:00	10,9	1,0	232,4	77,5	19,4
15/11/2024 18:13:00	10,9	1,1	293,2	77,5	19,4
15/11/2024 18:14:00	10,9	0,6	263,9	77,6	19,4
15/11/2024 18:15:00	10,9	0,3	230,7	77,7	19,4
15/11/2024 18:16:00	10,9	0,0	208,9	77,9	19,4
15/11/2024 18:17:00	10,9	0,0	224,0	78,0	19,4
15/11/2024 18:18:00	10,9	1,1	255,5	78,0	19,4
15/11/2024 18:19:00	10,9	1,7	247,1	77,9	19,4
15/11/2024 18:20:00	10,9	1,5	222,8	78,0	19,4
15/11/2024 18:21:00	10,9	1,0	200,2	78,1	19,3
15/11/2024 18:22:00	10,9	0,8	219,3	78,0	19,3
15/11/2024 18:23:00	10,9	0,8	240,6	78,0	19,3
15/11/2024 18:24:00	10,9	0,6	193,0	78,0	19,3
15/11/2024 18:25:00	10,9	0,5	217,3	78,1	19,3
15/11/2024 18:26:00	10,9	0,0	252,0	78,1	19,3
15/11/2024 18:27:00	10,9	0,0	162,9	78,0	19,3
15/11/2024 18:28:00	10,9	0,0	205,0	78,0	19,3
15/11/2024 18:29:00	10,9	0,0	277,9	78,0	19,2
15/11/2024 18:30:00	10,9	0,0	260,5	78,0	19,2
15/11/2024 18:31:00	10,9	0,0	204,4	78,1	19,2
15/11/2024 18:32:00	10,9	0,0	264,9	78,0	19,1
15/11/2024 18:33:00	10,9	0,0	255,6	78,2	19,1
15/11/2024 18:34:00	10,9	0,0	261,7	78,4	19,1
15/11/2024 18:35:00	10,9	0,0	263,7	78,4	19,1
15/11/2024 18:36:00	10,9	0,0	286,4	78,5	19,1
15/11/2024 18:37:00	10,9	0,0	296,6	78,6	19,1
15/11/2024 18:38:00	10,9	0,0	295,1	78,6	19,0
15/11/2024 18:39:00	10,9	0,0	280,9	78,7	19,0
15/11/2024 18:40:00	10,9	0,0	266,2	78,7	19,0
15/11/2024 18:41:00	10,9	0,0	248,2	78,8	18,9
15/11/2024 18:42:00	10,9	0,0	236,6	78,9	18,9
15/11/2024 18:43:00	10,9	0,0	232,6	79,1	18,9
15/11/2024 18:44:00	10,9	0,4	229,1	79,2	19,0
15/11/2024 18:45:00	10,9	1,1	246,5	79,4	19,0
15/11/2024 18:46:00	10,9	1,1	252,1	79,5	19,0
15/11/2024 18:47:00	10,9	1,3	226,9	79,6	19,1
15/11/2024 18:48:00	10,9	1,0	249,1	79,7	19,1
15/11/2024 18:49:00	10,9	1,2	264,7	79,8	19,1
15/11/2024 18:50:00	10,9	1,3	261,9	79,9	19,1
15/11/2024 18:51:00	10,9	1,2	270,2	80,0	19,1
15/11/2024 18:52:00	10,9	1,1	243,4	80,1	19,1
15/11/2024 18:53:00	10,9	1,1	281,5	80,1	19,1
15/11/2024 18:54:00	10,9	1,2	288,9	80,1	19,1
15/11/2024 18:55:00	10,9	1,3	255,3	80,3	19,1
15/11/2024 18:56:00	10,9	1,4	242,0	80,4	19,1
15/11/2024 18:57:00	10,9	1,5	241,1	80,5	19,1
15/11/2024 18:58:00	10,9	1,4	243,7	80,7	19,1
15/11/2024 18:59:00	10,9	1,0	229,3	80,9	19,1
15/11/2024 19:00:00	10,9	1,6	235,7	80,9	19,1
15/11/2024 19:01:00	10,9	1,7	235,2	81,1	19,1
15/11/2024 19:02:00	10,9	1,5	222,4	81,1	19,1
15/11/2024 19:03:00	10,9	1,4	267,7	81,2	19,1
15/11/2024 19:04:00	10,9	1,5	223,7	81,2	19,1
15/11/2024 19:05:00	10,9	1,7	250,2	81,3	19,1
15/11/2024 19:06:00	10,9	1,8	260,1	81,3	19,1
15/11/2024 19:07:00	10,9	1,5	224,0	81,4	19,1
15/11/2024 19:08:00	10,9	1,9	225,0	81,5	19,1
15/11/2024 19:09:00	10,9	1,7	223,9	81,5	19,1
15/11/2024 19:10:00	10,9	1,8	235,3	81,5	19,1
15/11/2024 19:11:00	10,9	1,7	218,4	81,6	19,1
15/11/2024 19:12:00	10,9	1,5	197,3	81,6	19,1
15/11/2024 19:13:00	10,9	1,3	222,9	81,6	19,1
15/11/2024 19:14:00	10,9	1,7	208,9	81,6	19,1
15/11/2024 19:15:00	10,9	1,6	246,6	81,6	19,1
15/11/2024 19:16:00	10,9	2,0	233,5	81,6	19,1
15/11/2024 19:17:00	10,9	2,0	236,5	81,7	19,1
15/11/2024 19:18:00	10,9	2,0	260,6	81,7	19,1
15/11/2024 19:19:00	10,9	1,6	254,4	81,7	19,1
15/11/2024 19:20:00	10,9	1,2	256,2	81,8	19,2
15/11/2024 19:21:00	10,9	1,3	241,2	81,8	19,2
15/11/2024 19:22:00	10,9	1,6	247,5	81,9	19,2
15/11/2024 19:23:00	10,9	1,8	245,8	82,0	19,2
15/11/2024 19:24:00	10,9	1,7	248,1	82,0	19,2
15/11/2024 19:25:00	10,9	1,7	233,4	82,1	19,2
15/11/2024 19:26:00	10,9	1,4	236,2	82,2	19,2
15/11/2024 19:27:00	10,9	1,3	250,5	82,2	19,1
15/11/2024 19:28:00	10,9	1,1	249,2	82,3	19,1
15/11/2024 19:29:00	10,9	1,1	272,0	82,4	19,1
15/11/2024 19:30:00	10,9	1,5	272,2	82,4	19,1
15/11/2024 19:31:00	10,9	1,2	229,0	82,5	19,1
15/11/2024 19:32:00	10,9	0,6	264,4	82,5	19,1
15/11/2024 19:33:00	10,9	0,4	278,4	82,5	19,1
15/11/2024 19:34:00	10,9	0,5	287,7	82,6	19,1
15/11/2024 19:35:00	10,9	0,4	251,3	82,7	19,0
15/11/2024 19:36:00	10,9	0,0	276,1	82,6	19,0
15/11/2024 19:37:00	10,9	0,0	209,4	82,6	19,0
15/11/2024 19:38:00	10,9	0,3	244,9	82,5	19,0
15/11/2024 19:39:00	10,9	0,0	234,5	82,6	18,9
15/11/2024 19:40:00	10,9	0,0	343,5	82,7	18,9
15/11/2024 19:41:00	10,9	0,0	343,6	82,7	18,9
15/11/2024 19:42:00	10,9	0,0	324,7	82,7	18,9
15/11/2024 19:43:00	10,9	0,0	180,8	82,8	18,8
15/11/2024 19:44:00	10,9	0,0	303,5	82,8	18,8
15/11/2024 19:45:00	10,9	0,0	301,2	82,9	18,8
15/11/2024 19:46:00	10,9	0,0	35,0	83,0	18,8
15/11/2024 19:47:00	10,9	0,0	32,3	83,0	18,8
15/11/2024 19:48:00	10,9	0,0	24,4	83,0	18,7
15/11/2024 19:49:00	10,9	0,0	16,9	83,0	18,7
15/11/2024 19:50:00	10,9	0,0	165,0	83,1	18,7
15/11/2024 19:51:00	10,9	0,0	100,7	83,2	18,7
15/11/2024 19:52:00	10,9	0,0	72,9	83,3	18,7
15/11/2024 19:53:00	10,9	0,0	218,1	83,3	18,7
15/11/2024 19:54:00	10,9	0,0	177,1	83,3	18,7
15/11/2024 19:55:00	10,9	0,0	203,3	83,3	18,7
15/11/2024 19:56:00	10,9	0,0	172,9	83,4	18,7
15/11/2024 19:57:00	10,9	0,0	207,5	83,4	18,7
15/11/2024 19:58:00	10,9	0,5	205,0	83,5	18,7
15/11/2024 19:59:00	10,9	0,4	200,0	83,5	18,7
15/11/2024 20:00:00	10,9	0,7	223,9	83,6	18,7
15/11/2024 20:01:00	10,9	1,9	211,6	83,6	18,7
15/11/2024 20:02:00	10,9	1,4	229,5	83,6	18,7
15/11/2024 20:03:00	10,9	0,9	213,0	83,7	18,8
15/11/2024 20:04:00	10,9	0,6	212,0	83,6	18,8
15/11/2024 20:05:00	10,9	0,7	204,0	83,6	18,8
15/11/2024 20:06:00	10,9	0,8	214,4	83,6	18,8
15/11/2024 20:07:00	10,9	0,9	195,3	83,6	18,8
15/11/2024 20:08:00	10,9	1,5	206,0	83,5	18,8
15/11/2024 20:09:00	10,9	1,1	180,7	83,4	18,8
15/11/2024 20:10:00	10,9	0,8	226,9	83,3	18,8
15/11/2024 20:11:00	10,9	1,5	214,9	83,3	18,9
15/11/2024 20:12:00	10,9	1,4	198,9	83,2	18,9
15/11/2024 20:13:00	10,9	1,2	202,5	83,1	18,9
15/11/2024 20:14:00	10,9	1,3	217,9	82,9	18,9
15/11/2024 20:15:00	10,9	1,3	201,2	82,8	18,9
15/11/2024 20:16:00	10,9	0,7	189,6	82,7	19,0
15/11/2024 20:17:00	10,9	0,5	111,6	82,5	19,0
15/11/2024 20:18:00	10,9	1,5	93,7	82,3	18,9
15/11/2024 20:19:00	10,9	1,1	108,7	82,2	18,9
15/11/2024 20:20:00	10,9	0,8	90,3	82,0	18,9
15/11/2024 20:21:00	10,9	0,6	126,8	82,0	18,8
15/11/2024 20:22:00	10,9	1,4	83,2	81,9	18,8
15/11/2024 20:23:00	10,9	1,2	81,4	81,9	18,7
15/11/2024 20:24:00	10,9	1,6	106,8	81,8	18,7
15/11/2024 20:25:00	10,9	1,9	117,0	81,7	18,6
15/11/2024 20:26:00	10,9	1,7	95,9	81,7	18,6
15/11/2024 20:27:00	10,9	1,6	102,4	81,7	18,5
15/11/2024 20:28:00	10,9	1,1	135,8	81,7	18,5
15/11/2024 20:29:00	10,9	1,5	97,1	81,6	18,5
15/11/2024 20:30:00	10,9	1,3	118,4	81,6	18,4
15/11/2024 20:31:00	10,9	1,5	100,6	81,6	18,4
15/11/2024 20:32:00	10,9	1,5	115,2	81,6	18,3
15/11/2024 20:33:00	10,9	1,1	109,5	81,6	18,3
15/11/2024 20:34:00	10,9	1,2	104,4	81,7	18,3
15/11/2024 20:35:00	10,9	0,9	97,5	81,7	18,2
15/11/2024 20:36:00	10,9	0,9	75,7	81,6	18,2
15/11/2024 20:37:00	10,9	0,9	83,0	81,7	18,2
15/11/2024 20:38:00	10,9	0,7	100,4	81,7	18,1
15/11/2024 20:39:00	10,9	0,4	56,3	81,7	18,1
15/11/2024 20:40:00	10,9	0,0	77,2	81,7	18,1
15/11/2024 20:41:00	10,9	0,0	79,7	81,7	18,1
15/11/2024 20:42:00	10,9	0,0	59,0	81,7	18,0
15/11/2024 20:43:00	10,9	0,0	71,9	81,8	18,0
15/11/2024 20:44:00	10,9	0,0	89,3	81,8	18,0
15/11/2024 20:45:00	10,9	0,0	82,3	81,8	18,0
15/11/2024 20:46:00	10,9	0,0	73,6	81,8	17,9
15/11/2024 20:47:00	10,9	0,0	93,1	81,9	17,9
15/11/2024 20:48:00	10,9	0,0	73,7	81,8	17,9
15/11/2024 20:49:00	10,9	0,0	77,6	81,9	17,9
15/11/2024 20:50:00	10,9	0,5	72,6	81,9	17,9
15/11/2024 20:51:00	10,9	0,0	47,9	81,9	17,8
15/11/2024 20:52:00	10,9	0,0	75,1	81,9	17,8
15/11/2024 20:53:00	10,9	0,0	99,5	82,0	17,8
15/11/2024 20:54:00	10,9	0,0	110,0	82,1	17,8
15/11/2024 20:55:00	10,9	0,0	98,6	82,1	17,8
15/11/2024 20:56:00	10,9	0,3	82,4	82,0	17,8
15/11/2024 20:57:00	10,9	1,0	94,7	82,1	17,8
15/11/2024 20:58:00	10,9	0,8	90,3	82,1	17,8
15/11/2024 20:59:00	10,9	1,2	97,3	82,1	17,8
15/11/2024 21:00:00	10,9	1,5	100,1	82,2	17,8
15/11/2024 21:01:00	10,9	1,5	76,6	82,2	17,8
15/11/2024 21:02:00	10,9	1,1	102,7	82,2	17,8
15/11/2024 21:03:00	10,9	1,6	93,3	82,3	17,8
15/11/2024 21:04:00	10,9	1,6	102,0	82,3	17,7
15/11/2024 21:05:00	10,9	1,3	103,5	82,4	17,8
15/11/2024 21:06:00	10,9	2,0	95,3	82,4	17,8
15/11/2024 21:07:00	10,9	1,5	83,0	82,5	17,8
15/11/2024 21:08:00	10,9	1,3	91,0	82,5	17,8
15/11/2024 21:09:00	10,9	1,3	114,0	82,5	17,8
15/11/2024 21:10:00	10,9	1,4	117,2	82,5	17,8
15/11/2024 21:11:00	10,9	1,3	103,9	82,5	17,8
15/11/2024 21:12:00	10,9	1,1	88,4	82,5	17,8
